Rule   (Support, Confidence) 
Gene YGL117W high,Gene SNZ1 high -> Gene PCL5 high  (17.6667%, 80.303%)
Gene PCL5 high,Gene SNZ1 high -> Gene YGL117W high  (17.6667%, 85.4839%)
Gene LYS1 high -> Gene YGL117W high,Gene SNZ1 high  (17.6667%, 85.4839%)
Gene YGL117W high,Gene LYS1 high -> Gene SNZ1 high  (17.6667%, 98.1481%)
Gene YGL117W high,Gene SNZ1 high -> Gene LYS1 high  (17.6667%, 80.303%)
Gene LYS1 high,Gene SNZ1 high -> Gene YGL117W high  (17.6667%, 92.9825%)
Gene ARG5,6 high -> Gene YGL117W high  (17.3333%, 83.871%)
Gene ARG1,ARG10 high -> Gene YGL117W high  (17.3333%, 85.2459%)
Gene SRY1 high -> Gene CTF13,CBF3C high  (17.3333%, 88.1356%)
Gene SRY1 high -> Gene YHR029C high  (17.3333%, 88.1356%)
Gene YHR029C high -> Gene SRY1 high  (17.3333%, 88.1356%)
Gene ARG5,6 high -> Gene SNO1 high  (17.3333%, 83.871%)
Gene CPA2 high -> Gene PCL5 high  (17.3333%, 81.25%)
Gene CPA2 high -> Gene LYS1 high  (17.3333%, 81.25%)
Gene LYS1 high -> Gene CPA2 high  (17.3333%, 83.871%)
Gene CPA2 high -> Gene YOL118C high  (17.3333%, 81.25%)
Gene ARG5,6 high -> Gene ARG1,ARG10 high  (17.3333%, 83.871%)
Gene ARG1,ARG10 high -> Gene ARG5,6 high  (17.3333%, 85.2459%)
Gene LYS1 high -> Gene YGL117W high,Gene SNO1 high  (17.3333%, 83.871%)
Gene YGL117W high,Gene SNO1 high -> Gene LYS1 high  (17.3333%, 86.6667%)
Gene YGL117W high,Gene LYS1 high -> Gene SNO1 high  (17.3333%, 96.2963%)
Gene SNO1 high,Gene LYS1 high -> Gene YGL117W high  (17.3333%, 91.2281%)
Gene YGL117W high,Gene SNO1 high -> Gene YOL118C high  (17.3333%, 86.6667%)
Gene YGL117W high,Gene YOL118C high -> Gene SNO1 high  (17.3333%, 100%)
Gene SNO1 high,Gene YOL118C high -> Gene YGL117W high  (17.3333%, 86.6667%)
Gene YHR029C high -> Gene YGL117W high,Gene SNZ1 high  (17.3333%, 88.1356%)
Gene YGL117W high,Gene YHR029C high -> Gene SNZ1 high  (17.3333%, 98.1132%)
Gene YHR029C high,Gene SNZ1 high -> Gene YGL117W high  (17.3333%, 89.6552%)
Gene YGL117W high,Gene YOL118C high -> Gene SNZ1 high  (17.3333%, 100%)
Gene SNZ1 high,Gene YOL118C high -> Gene YGL117W high  (17.3333%, 91.2281%)
Gene SRY1 high -> Gene SNO1 high,Gene CTF13,CBF3C high  (17.3333%, 88.1356%)
Gene SRY1 high,Gene SNO1 high -> Gene CTF13,CBF3C high  (17.3333%, 96.2963%)
Gene SRY1 high,Gene CTF13,CBF3C high -> Gene SNO1 high  (17.3333%, 100%)
Gene SRY1 high -> Gene CTF13,CBF3C high,Gene SNZ1 high  (17.3333%, 88.1356%)
Gene SRY1 high,Gene CTF13,CBF3C high -> Gene SNZ1 high  (17.3333%, 100%)
Gene SRY1 high,Gene SNZ1 high -> Gene CTF13,CBF3C high  (17.3333%, 92.8571%)
Gene SRY1 high -> Gene YGL117W high  (17%, 86.4407%)
Gene ARG4 high -> Gene SNO1 high  (17%, 96.2264%)
Gene ARG4 high -> Gene SNZ1 high  (17%, 96.2264%)
Gene BOP2 high -> Gene SNO1 high  (17%, 92.7273%)
Gene ARG5,6 high -> Gene PCL5 high  (17%, 82.2581%)
Gene LYS1 high -> Gene PCL5 high  (17%, 82.2581%)
Gene YMR097C high -> Gene CTF13,CBF3C high  (17%, 100%)
Gene YMR097C high -> Gene SNZ1 high  (17%, 100%)
Gene LYS1 high -> Gene CTF13,CBF3C high  (17%, 82.2581%)
Gene ARG1,ARG10 high -> Gene CTF13,CBF3C high  (17%, 83.6066%)
Gene LYS1 high -> Gene YHR029C high  (17%, 82.2581%)
Gene YHR029C high -> Gene LYS1 high  (17%, 86.4407%)
Gene LYS1 high -> Gene YOL118C high  (17%, 82.2581%)
Gene BNA1,HAD1 high -> Gene YBR047W high  (17%, 85%)
Gene YGL117W high,Gene SNO1 high -> Gene YBR047W high  (17%, 85%)
Gene YGL117W high,Gene YBR047W high -> Gene SNO1 high  (17%, 94.4444%)
Gene SNO1 high,Gene YBR047W high -> Gene YGL117W high  (17%, 83.6066%)
Gene YHR029C high -> Gene YGL117W high,Gene SNO1 high  (17%, 86.4407%)
Gene YGL117W high,Gene SNO1 high -> Gene YHR029C high  (17%, 85%)
Gene YGL117W high,Gene YHR029C high -> Gene SNO1 high  (17%, 96.2264%)
Gene SNO1 high,Gene YHR029C high -> Gene YGL117W high  (17%, 89.4737%)
Gene ARG5,6 high -> Gene YGL117W high,Gene SNZ1 high  (17%, 82.2581%)
Gene YGL117W high,Gene ARG5,6 high -> Gene SNZ1 high  (17%, 98.0769%)
Gene ARG5,6 high,Gene SNZ1 high -> Gene YGL117W high  (17%, 92.7273%)
Gene YHR029C high -> Gene YGL117W high,Gene CTF13,CBF3C high  (17%, 86.4407%)
Gene YGL117W high,Gene CTF13,CBF3C high -> Gene YHR029C high  (17%, 87.931%)
Gene YGL117W high,Gene YHR029C high -> Gene CTF13,CBF3C high  (17%, 96.2264%)
Gene CTF13,CBF3C high,Gene YHR029C high -> Gene YGL117W high  (17%, 91.0714%)
Gene ARG1,ARG10 high -> Gene YGL117W high,Gene SNZ1 high  (17%, 83.6066%)
Gene YGL117W high,Gene ARG1,ARG10 high -> Gene SNZ1 high  (17%, 98.0769%)
Gene SNZ1 high,Gene ARG1,ARG10 high -> Gene YGL117W high  (17%, 92.7273%)
Gene ARG4 high -> Gene SNO1 high,Gene SNZ1 high  (17%, 96.2264%)
Gene ARG4 high,Gene SNO1 high -> Gene SNZ1 high  (17%, 100%)
Gene ARG4 high,Gene SNZ1 high -> Gene SNO1 high  (17%, 100%)
Gene YML128C high -> Gene HSP12,GLP1,HOR5 high  (16.6667%, 92.5926%)
Gene ARG4 high -> Gene CPA2 high  (16.6667%, 94.3396%)
Gene SRY1 high -> Gene YER175C high  (16.6667%, 84.7458%)
Gene HIS5 high -> Gene SNZ1 high  (16.6667%, 90.9091%)
Gene LYS1 high -> Gene YER175C high  (16.6667%, 80.6452%)
Gene RIB5 high -> Gene SNZ1 high  (16.6667%, 90.9091%)
Gene RIB5 high -> Gene YOL118C high  (16.6667%, 90.9091%)
Gene YMR097C high -> Gene SNO1 high  (16.6667%, 98.0392%)
Gene YHR029C high -> Gene CPA2 high  (16.6667%, 84.7458%)
Gene ARG1,ARG10 high -> Gene CPA2 high  (16.6667%, 81.9672%)
Gene YBR147W high -> Gene CTF13,CBF3C high  (16.6667%, 86.2069%)
Gene ECM40,ARG7 high -> Gene SNZ1 high  (16.6667%, 87.7193%)
Gene BOP2 high -> Gene CTF13,CBF3C high  (16.6667%, 90.9091%)
Gene YHR029C high -> Gene YBR047W high  (16.6667%, 84.7458%)
Gene SRY1 high -> Gene YGL117W high,Gene SNZ1 high  (16.6667%, 84.7458%)
Gene YGL117W high,Gene SRY1 high -> Gene SNZ1 high  (16.6667%, 98.0392%)
Gene SRY1 high,Gene SNZ1 high -> Gene YGL117W high  (16.6667%, 89.2857%)
Gene YGL117W high,Gene CPA2 high -> Gene CTF13,CBF3C high  (16.6667%, 92.5926%)
Gene YGL117W high,Gene CTF13,CBF3C high -> Gene CPA2 high  (16.6667%, 86.2069%)
Gene CPA2 high,Gene CTF13,CBF3C high -> Gene YGL117W high  (16.6667%, 89.2857%)
Gene YGL117W high,Gene CTF13,CBF3C high -> Gene YBR047W high  (16.6667%, 86.2069%)
Gene YGL117W high,Gene YBR047W high -> Gene CTF13,CBF3C high  (16.6667%, 92.5926%)
Gene CTF13,CBF3C high,Gene YBR047W high -> Gene YGL117W high  (16.6667%, 86.2069%)
Gene SRY1 high -> Gene SNO1 high,Gene YHR029C high  (16.6667%, 84.7458%)
Gene YHR029C high -> Gene SRY1 high,Gene SNO1 high  (16.6667%, 84.7458%)
Gene SRY1 high,Gene SNO1 high -> Gene YHR029C high  (16.6667%, 92.5926%)
Gene SRY1 high,Gene YHR029C high -> Gene SNO1 high  (16.6667%, 96.1538%)
Gene SNO1 high,Gene YHR029C high -> Gene SRY1 high  (16.6667%, 87.7193%)
Gene BNA1,HAD1 high -> Gene YGL117W high  (16.3333%, 81.6667%)
Gene SRY1 high -> Gene PCL5 high  (16.3333%, 83.0508%)
Gene HIS5 high -> Gene SNO1 high  (16.3333%, 89.0909%)
Gene HIS5 high -> Gene PCL5 high  (16.3333%, 89.0909%)
Gene HIS5 high -> Gene CPA2 high  (16.3333%, 89.0909%)
Gene HIS5 high -> Gene YOL118C high  (16.3333%, 89.0909%)
Gene ARG1,ARG10 high -> Gene YER175C high  (16.3333%, 80.3279%)
Gene RIB5 high -> Gene YBR047W high  (16.3333%, 89.0909%)
Gene ECM40,ARG7 high -> Gene SNO1 high  (16.3333%, 85.9649%)
Gene YHR029C high -> Gene PCL5 high  (16.3333%, 83.0508%)
Gene BNA1,HAD1 high -> Gene CPA2 high  (16.3333%, 81.6667%)
Gene YPL250C high -> Gene SNZ1 high  (16.3333%, 92.4528%)
Gene YOL119C high -> Gene SNZ1 high  (16.3333%, 94.2308%)
Gene YHR029C high -> Gene YGL117W high,Gene YER175C high  (16.3333%, 83.0508%)
Gene YGL117W high,Gene YER175C high -> Gene YHR029C high  (16.3333%, 84.4828%)
Gene YGL117W high,Gene YHR029C high -> Gene YER175C high  (16.3333%, 92.4528%)
Gene YER175C high,Gene YHR029C high -> Gene YGL117W high  (16.3333%, 92.4528%)
Gene YGL117W high,Gene SNO1 high -> Gene ARG5,6 high  (16.3333%, 81.6667%)
Gene YGL117W high,Gene ARG5,6 high -> Gene SNO1 high  (16.3333%, 94.2308%)
Gene SNO1 high,Gene ARG5,6 high -> Gene YGL117W high  (16.3333%, 94.2308%)
Gene ARG1,ARG10 high -> Gene YGL117W high,Gene SNO1 high  (16.3333%, 80.3279%)
Gene YGL117W high,Gene SNO1 high -> Gene ARG1,ARG10 high  (16.3333%, 81.6667%)
Gene YGL117W high,Gene ARG1,ARG10 high -> Gene SNO1 high  (16.3333%, 94.2308%)
Gene SNO1 high,Gene ARG1,ARG10 high -> Gene YGL117W high  (16.3333%, 92.4528%)
Gene YGL117W high,Gene CPA2 high -> Gene LYS1 high  (16.3333%, 90.7407%)
Gene YGL117W high,Gene LYS1 high -> Gene CPA2 high  (16.3333%, 90.7407%)
Gene CPA2 high,Gene LYS1 high -> Gene YGL117W high  (16.3333%, 94.2308%)
Gene YGL117W high,Gene CTF13,CBF3C high -> Gene YOL118C high  (16.3333%, 84.4828%)
Gene YGL117W high,Gene YOL118C high -> Gene CTF13,CBF3C high  (16.3333%, 94.2308%)
Gene CTF13,CBF3C high,Gene YOL118C high -> Gene YGL117W high  (16.3333%, 90.7407%)
Gene YGL117W high,Gene YBR047W high -> Gene YOL118C high  (16.3333%, 90.7407%)
Gene YGL117W high,Gene YOL118C high -> Gene YBR047W high  (16.3333%, 94.2308%)
Gene YBR047W high,Gene YOL118C high -> Gene YGL117W high  (16.3333%, 96.0784%)
Gene BNA1,HAD1 high -> Gene YGL117W high,Gene SNZ1 high  (16.3333%, 81.6667%)
Gene YGL117W high,Gene BNA1,HAD1 high -> Gene SNZ1 high  (16.3333%, 100%)
Gene BNA1,HAD1 high,Gene SNZ1 high -> Gene YGL117W high  (16.3333%, 89.0909%)
Gene ARG4 high -> Gene SNO1 high,Gene CPA2 high  (16.3333%, 92.4528%)
Gene ARG4 high,Gene SNO1 high -> Gene CPA2 high  (16.3333%, 96.0784%)
Gene ARG4 high,Gene CPA2 high -> Gene SNO1 high  (16.3333%, 98%)
Gene SNO1 high,Gene CPA2 high -> Gene ARG4 high  (16.3333%, 81.6667%)
Gene ARG4 high -> Gene CPA2 high,Gene SNZ1 high  (16.3333%, 92.4528%)
Gene ARG4 high,Gene CPA2 high -> Gene SNZ1 high  (16.3333%, 98%)
Gene ARG4 high,Gene SNZ1 high -> Gene CPA2 high  (16.3333%, 96.0784%)
Gene CPA2 high,Gene SNZ1 high -> Gene ARG4 high  (16.3333%, 80.3279%)
Gene SRY1 high -> Gene YER175C high,Gene SNZ1 high  (16.3333%, 83.0508%)
Gene SRY1 high,Gene YER175C high -> Gene SNZ1 high  (16.3333%, 98%)
Gene SRY1 high,Gene SNZ1 high -> Gene YER175C high  (16.3333%, 87.5%)
Gene SRY1 high -> Gene CTF13,CBF3C high,Gene YHR029C high  (16.3333%, 83.0508%)
Gene YHR029C high -> Gene SRY1 high,Gene CTF13,CBF3C high  (16.3333%, 83.0508%)
Gene SRY1 high,Gene CTF13,CBF3C high -> Gene YHR029C high  (16.3333%, 94.2308%)
Gene SRY1 high,Gene YHR029C high -> Gene CTF13,CBF3C high  (16.3333%, 94.2308%)
Gene CTF13,CBF3C high,Gene YHR029C high -> Gene SRY1 high  (16.3333%, 87.5%)
Gene ARG4 high -> Gene YGL117W high  (16%, 90.566%)
Gene YBR147W high -> Gene YGL117W high  (16%, 82.7586%)
Gene ARG4 high -> Gene PCL5 high  (16%, 90.566%)
Gene ARG4 high -> Gene CTF13,CBF3C high  (16%, 90.566%)
Gene ARG4 high -> Gene LYS1 high  (16%, 90.566%)
Gene SRY1 high -> Gene LYS1 high  (16%, 81.3559%)
Gene YPL250C high -> Gene YER175C high  (16%, 90.566%)
Gene ATR1,SNQ1 high -> Gene SNO1 high  (16%, 88.8889%)
Gene YHR029C high -> Gene BNA1,HAD1 high  (16%, 81.3559%)
Gene YHR029C high -> Gene YOL118C high  (16%, 81.3559%)
Gene YHR029C high -> Gene ARG1,ARG10 high  (16%, 81.3559%)
Gene ATR1,SNQ1 high -> Gene SNZ1 high  (16%, 88.8889%)
Gene ARG4 high -> Gene YGL117W high,Gene SNO1 high  (16%, 90.566%)
Gene YGL117W high,Gene ARG4 high -> Gene SNO1 high  (16%, 100%)
Gene ARG4 high,Gene SNO1 high -> Gene YGL117W high  (16%, 94.1176%)
Gene ARG4 high -> Gene YGL117W high,Gene SNZ1 high  (16%, 90.566%)
Gene YGL117W high,Gene ARG4 high -> Gene SNZ1 high  (16%, 100%)
Gene ARG4 high,Gene SNZ1 high -> Gene YGL117W high  (16%, 94.1176%)
Gene SRY1 high -> Gene YGL117W high,Gene SNO1 high  (16%, 81.3559%)
Gene YGL117W high,Gene SRY1 high -> Gene SNO1 high  (16%, 94.1176%)
Gene SRY1 high,Gene SNO1 high -> Gene YGL117W high  (16%, 88.8889%)
Gene YGL117W high,Gene YER175C high -> Gene CPA2 high  (16%, 82.7586%)
Gene YGL117W high,Gene CPA2 high -> Gene YER175C high  (16%, 88.8889%)
Gene YER175C high,Gene CPA2 high -> Gene YGL117W high  (16%, 90.566%)
Gene YGL117W high,Gene YER175C high -> Gene LYS1 high  (16%, 82.7586%)
Gene YGL117W high,Gene LYS1 high -> Gene YER175C high  (16%, 88.8889%)
Gene YER175C high,Gene LYS1 high -> Gene YGL117W high  (16%, 96%)
Gene YGL117W high,Gene YER175C high -> Gene YBR047W high  (16%, 82.7586%)
Gene YGL117W high,Gene YBR047W high -> Gene YER175C high  (16%, 88.8889%)
Gene YER175C high,Gene YBR047W high -> Gene YGL117W high  (16%, 87.2727%)
Gene YGL117W high,Gene PCL5 high -> Gene SNO1 high  (16%, 88.8889%)
Gene SNO1 high,Gene PCL5 high -> Gene YGL117W high  (16%, 82.7586%)
Gene YGL117W high,Gene PCL5 high -> Gene ARG1,ARG10 high  (16%, 88.8889%)
Gene YGL117W high,Gene ARG1,ARG10 high -> Gene PCL5 high  (16%, 92.3077%)
Gene PCL5 high,Gene ARG1,ARG10 high -> Gene YGL117W high  (16%, 90.566%)
Gene YGL117W high,Gene ARG5,6 high -> Gene ARG1,ARG10 high  (16%, 92.3077%)
Gene YGL117W high,Gene ARG1,ARG10 high -> Gene ARG5,6 high  (16%, 92.3077%)
Gene ARG5,6 high,Gene ARG1,ARG10 high -> Gene YGL117W high  (16%, 92.3077%)
Gene YGL117W high,Gene CTF13,CBF3C high -> Gene LYS1 high  (16%, 82.7586%)
Gene YGL117W high,Gene LYS1 high -> Gene CTF13,CBF3C high  (16%, 88.8889%)
Gene CTF13,CBF3C high,Gene LYS1 high -> Gene YGL117W high  (16%, 94.1176%)
Gene ARG4 high -> Gene SNO1 high,Gene CTF13,CBF3C high  (16%, 90.566%)
Gene ARG4 high,Gene SNO1 high -> Gene CTF13,CBF3C high  (16%, 94.1176%)
Gene ARG4 high,Gene CTF13,CBF3C high -> Gene SNO1 high  (16%, 100%)
Gene ARG4 high -> Gene CTF13,CBF3C high,Gene SNZ1 high  (16%, 90.566%)
Gene ARG4 high,Gene CTF13,CBF3C high -> Gene SNZ1 high  (16%, 100%)
Gene ARG4 high,Gene SNZ1 high -> Gene CTF13,CBF3C high  (16%, 94.1176%)
Gene YGR043C high -> Gene HSP12,GLP1,HOR5 high  (15.6667%, 81.0345%)
Gene HIS5 high -> Gene YGL117W high  (15.6667%, 85.4545%)
Gene RIB5 high -> Gene YGL117W high  (15.6667%, 85.4545%)
Gene YMR097C high -> Gene YGL117W high  (15.6667%, 92.1569%)
Gene ARG4 high -> Gene ARG1,ARG10 high  (15.6667%, 88.6792%)
Gene HIS5 high -> Gene RIB5 high  (15.6667%, 85.4545%)
Gene RIB5 high -> Gene HIS5 high  (15.6667%, 85.4545%)
Gene HIS5 high -> Gene CTF13,CBF3C high  (15.6667%, 85.4545%)
Gene HIS5 high -> Gene LYS1 high  (15.6667%, 85.4545%)
Gene YBR147W high -> Gene YER175C high  (15.6667%, 81.0345%)
Gene YMR097C high -> Gene YER175C high  (15.6667%, 92.1569%)
Gene RIB5 high -> Gene SNO1 high  (15.6667%, 85.4545%)
Gene RIB5 high -> Gene CTF13,CBF3C high  (15.6667%, 85.4545%)
Gene YOL119C high -> Gene SNO1 high  (15.6667%, 90.3846%)
Gene ECM40,ARG7 high -> Gene PCL5 high  (15.6667%, 82.4561%)
Gene YBR147W high -> Gene YBR047W high  (15.6667%, 81.0345%)
Gene ECM40,ARG7 high -> Gene LYS1 high  (15.6667%, 82.4561%)
Gene ATR1,SNQ1 high -> Gene YOL118C high  (15.6667%, 87.037%)
Gene NCE103 high,Gene SNO1 high -> Gene SNZ1 high  (15.6667%, 97.9167%)
Gene NCE103 high,Gene SNZ1 high -> Gene SNO1 high  (15.6667%, 87.037%)
Gene ARG4 high -> Gene YGL117W high,Gene CPA2 high  (15.6667%, 88.6792%)
Gene YGL117W high,Gene ARG4 high -> Gene CPA2 high  (15.6667%, 97.9167%)
Gene YGL117W high,Gene CPA2 high -> Gene ARG4 high  (15.6667%, 87.037%)
Gene ARG4 high,Gene CPA2 high -> Gene YGL117W high  (15.6667%, 94%)
Gene YGL117W high,Gene SRY1 high -> Gene YER175C high  (15.6667%, 92.1569%)
Gene YGL117W high,Gene YER175C high -> Gene SRY1 high  (15.6667%, 81.0345%)
Gene SRY1 high,Gene YER175C high -> Gene YGL117W high  (15.6667%, 94%)
Gene YGL117W high,Gene SRY1 high -> Gene CTF13,CBF3C high  (15.6667%, 92.1569%)
Gene YGL117W high,Gene CTF13,CBF3C high -> Gene SRY1 high  (15.6667%, 81.0345%)
Gene SRY1 high,Gene CTF13,CBF3C high -> Gene YGL117W high  (15.6667%, 90.3846%)
Gene YGL117W high,Gene SRY1 high -> Gene YHR029C high  (15.6667%, 92.1569%)
Gene YGL117W high,Gene YHR029C high -> Gene SRY1 high  (15.6667%, 88.6792%)
Gene SRY1 high,Gene YHR029C high -> Gene YGL117W high  (15.6667%, 90.3846%)
Gene HIS5 high -> Gene YGL117W high,Gene SNZ1 high  (15.6667%, 85.4545%)
Gene YGL117W high,Gene HIS5 high -> Gene SNZ1 high  (15.6667%, 100%)
Gene HIS5 high,Gene SNZ1 high -> Gene YGL117W high  (15.6667%, 94%)
Gene YGL117W high,Gene YER175C high -> Gene PCL5 high  (15.6667%, 81.0345%)
Gene YGL117W high,Gene PCL5 high -> Gene YER175C high  (15.6667%, 87.037%)
Gene YER175C high,Gene PCL5 high -> Gene YGL117W high  (15.6667%, 88.6792%)
Gene RIB5 high -> Gene YGL117W high,Gene SNZ1 high  (15.6667%, 85.4545%)
Gene YGL117W high,Gene RIB5 high -> Gene SNZ1 high  (15.6667%, 100%)
Gene RIB5 high,Gene SNZ1 high -> Gene YGL117W high  (15.6667%, 94%)
